##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_032705245.1	PRJNA224116	SAMN14884229	na	reference genome	2547457	2303529	Thermoleptolyngbya oregonensis NK1-22	strain=NK1-22	na	latest	Complete Genome	Major	Full	2023-10-16	ASM3270524v1	Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences	GCA_032705245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/705/245/GCF_032705245.1_ASM3270524v1	na	na	na	haploid	bacteria	5289693	5289693	56.500000	1	1	1	NCBI RefSeq	GCF_032705245.1-RS_2025_03_19	2025-03-19	4428	4304	56	na
GCF_033798705.1	PRJNA224116	SAMN38084912	na	na	3090662	379064	Cyanobacterium aponinum AL20115	strain=AL20115	na	latest	Complete Genome	Major	Full	2023-11-18	ASM3379870v1	Academia Sinica	GCA_033798705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/798/705/GCF_033798705.1_ASM3379870v1	na	na	na	haploid	bacteria	4306969	4306969	35.000000	7	7	7	NCBI RefSeq	GCF_033798705.1-RS_2024_11_26	2024-11-26	3682	3580	56	na
GCF_034092375.1	PRJNA224116	SAMN38315732	na	na	3096218	3096218	Prochlorococcus sp. MIT 1300	strain=MIT 1300	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409237v1	Massachusetts Institute of Technology	GCA_034092375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/375/GCF_034092375.1_ASM3409237v1	na	na	na	haploid	bacteria	1855146	1855146	41.500000	1	1	1	NCBI RefSeq	GCF_034092375.1-RS_2025_02_06	2025-02-06	1936	1882	48	na
GCF_034092395.1	PRJNA224116	SAMN38315733	na	na	3096219	3096219	Prochlorococcus sp. MIT 1307	strain=MIT 1307	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409239v1	Massachusetts Institute of Technology	GCA_034092395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/395/GCF_034092395.1_ASM3409239v1	na	na	na	haploid	bacteria	2032419	2032419	40.000000	1	1	1	NCBI RefSeq	GCF_034092395.1-RS_2025_02_06	2025-02-06	2105	2045	47	na
GCF_034092415.1	PRJNA224116	SAMN38315735	na	na	3096221	3096221	Prochlorococcus sp. MIT 1341	strain=MIT 1341	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409241v1	Massachusetts Institute of Technology	GCA_034092415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/415/GCF_034092415.1_ASM3409241v1	na	na	na	haploid	bacteria	1937096	1937096	40.000000	1	1	1	NCBI RefSeq	GCF_034092415.1-RS_2025_02_06	2025-02-06	2004	1942	47	na
GCF_034092465.1	PRJNA224116	SAMN38315731	na	na	3096217	3096217	Prochlorococcus sp. MIT 1223	strain=MIT 1223	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409246v1	Massachusetts Institute of Technology	GCA_034092465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/465/GCF_034092465.1_ASM3409246v1	na	na	na	haploid	bacteria	1795922	1795922	35.500000	1	1	1	NCBI RefSeq	GCF_034092465.1-RS_2025_02_07	2025-02-07	1950	1895	43	na
GCF_034093315.1	PRJNA224116	SAMN38315734	na	na	3096220	3096220	Prochlorococcus sp. MIT 1314	strain=MIT 1314	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409331v1	Massachusetts Institute of Technology	GCA_034093315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/093/315/GCF_034093315.1_ASM3409331v1	na	na	na	haploid	bacteria	1704447	1704447	31.000000	1	1	1	NCBI RefSeq	GCF_034093315.1-RS_2025_02_07	2025-02-07	1936	1883	44	na
GCF_035320825.1	PRJNA224116	SAMN38032101	na	na	3088144	379064	Cyanobacterium aponinum UTEX 3221	strain=UTEX 3221	na	latest	Complete Genome	Major	Full	2024-01-09	ASM3532082v1	The Two Frontiers Project	GCA_035320825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/320/825/GCF_035320825.1_ASM3532082v1	na	na	na	haploid	bacteria	4280321	4280321	35.000000	1	1	1	NCBI RefSeq	GCF_035320825.1-RS_2025_01_09	2025-01-09	3646	3558	56	na
GCF_036345015.1	PRJNA224116	SAMN21561136	na	na	2878255	2878255	Cyanobacterium sp. DS4	strain=DS4	na	latest	Complete Genome	Major	Full	2024-02-02	ASM3634501v1	Academia Sinica	GCA_036345015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/345/015/GCF_036345015.1_ASM3634501v1	na	na	na	haploid	bacteria	4320404	4320404	35.000000	5	5	5	NCBI RefSeq	GCF_036345015.1-RS_2025_05_11	2025-05-11	3798	3666	56	na
GCF_036630065.1	PRJNA224116	SAMN39555936	na	na	3121543	32046	Synechococcus elongatus IITB3	strain=IITB3	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663006v1	Indian Institute of Technology Bombay	GCA_036630065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/065/GCF_036630065.1_ASM3663006v1	na	na	na	haploid	bacteria	2798849	2798849	55.000000	4	4	4	NCBI RefSeq	GCF_036630065.1-RS_2025_04_27	2025-04-27	2784	2720	53	na
GCF_036630075.1	PRJNA224116	SAMN39555938	na	na	3115654	32046	Synechococcus elongatus IITB4	strain=IITB4	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663007v1	Indian Institute of Technology Bombay	GCA_036630075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/075/GCF_036630075.1_ASM3663007v1	na	na	na	haploid	bacteria	2899361	2899361	55.000000	2	2	2	NCBI RefSeq	GCF_036630075.1-RS_2025_04_28	2025-04-28	2920	2852	53	na
GCF_036630085.1	PRJNA224116	SAMN39555987	na	na	3115656	32046	Synechococcus elongatus IITB6	strain=IITB6	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663008v1	Indian Institute of Technology Bombay	GCA_036630085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/085/GCF_036630085.1_ASM3663008v1	na	na	na	haploid	bacteria	2886472	2886472	54.500000	7	7	7	NCBI RefSeq	GCF_036630085.1-RS_2025_04_28	2025-04-28	2898	2830	53	na
GCF_036630095.1	PRJNA224116	SAMN39555988	na	na	3115657	32046	Synechococcus elongatus IITB7	strain=IITB7	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663009v1	Indian Institute of Technology Bombay	GCA_036630095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/095/GCF_036630095.1_ASM3663009v1	na	na	na	haploid	bacteria	2803161	2803161	55.000000	3	3	3	NCBI RefSeq	GCF_036630095.1-RS_2025_04_28	2025-04-28	2792	2729	53	na
GCF_036630105.1	PRJNA224116	SAMN39556014	na	na	3115658	32046	Synechococcus elongatus IITB8	strain=IITB8	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663010v1	Indian Institute of Technology Bombay	GCA_036630105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/105/GCF_036630105.1_ASM3663010v1	na	na	na	haploid	bacteria	2800620	2800620	55.000000	5	5	5	NCBI RefSeq	GCF_036630105.1-RS_2025_04_28	2025-04-28	2786	2722	53	na
GCF_036630115.1	PRJNA224116	SAMN39555939	na	na	3115655	32046	Synechococcus elongatus IITB5	strain=IITB5	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3663011v1	Indian Institute of Technology Bombay	GCA_036630115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/115/GCF_036630115.1_ASM3663011v1	na	na	na	haploid	bacteria	2799574	2799574	55.000000	5	5	5	NCBI RefSeq	GCF_036630115.1-RS_2025_04_27	2025-04-27	2860	2745	52	na
GCF_038050375.1	PRJNA224116	SAMN40549981	na	reference genome	3133117	3231550	Okeanomitos corallinicola TIOX110	strain=TIOX110	na	latest	Complete Genome	Major	Full	2024-07-06	ASM3805037v1	Third Institute of Oceanography, MNR	GCA_038050375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/050/375/GCF_038050375.1_ASM3805037v1	na	assembly from type material	na	haploid	bacteria	5323117	5323117	37.000000	2	2	2	NCBI RefSeq	GCF_038050375.1-RS_2024_07_05	2024-07-05	4723	4571	62	na
GCF_038096175.1	PRJNA224116	SAMN40584958	na	na	3134896	3134896	Nostoc sp. UHCC 0302	strain=UHCC 0302	na	latest	Complete Genome	Major	Full	2024-04-16	Nostoc sp. UHCC0302	University of Helsinki	GCA_038096175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/096/175/GCF_038096175.1_Nostoc_sp._UHCC0302	na	na	na	haploid	bacteria	9587056	9587056	41.000000	9	9	9	NCBI RefSeq	GCF_038096175.1-RS_2024_05_06	2024-05-06	8492	8075	67	na
GCF_038396575.1	PRJNA224116	SAMN39338258	na	na	3113711	1126	Microcystis aeruginosa 1339	strain=1339	na	latest	Complete Genome	Major	Full	2024-04-22	ASM3839657v1	University of Science and Technology of China	GCA_038396575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/396/575/GCF_038396575.1_ASM3839657v1	na	na	na	haploid	bacteria	4749293	4749293	43.000000	1	1	1	NCBI RefSeq	GCF_038396575.1-RS_2025_05_01	2025-05-01	4577	4247	53	na
GCF_038630775.1	PRJNA224116	SAMN38032102	na	na	3088145	379064	Cyanobacterium aponinum UTEX 3222	strain=UTEX 3222	na	latest	Complete Genome	Major	Full	2024-05-01	ASM3863077v1	The Two Frontiers Project	GCA_038630775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/630/775/GCF_038630775.1_ASM3863077v1	na	na	na	haploid	bacteria	4417119	4417119	35.000000	1	1	1	NCBI RefSeq	GCF_038630775.1-RS_2025_04_30	2025-04-30	3821	3716	56	na
GCF_040371545.1	PRJNA224116	SAMD00659897	na	na	3103139	3103139	Synechococcus sp. M16CYN	strain=M16CYN	na	latest	Complete Genome	Major	Full	2024-06-28	ASM4037154v1	Center for Computational Sciences, University of Tsukuba	GCA_040371545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/371/545/GCF_040371545.1_ASM4037154v1	na	na	na	haploid	bacteria	1957399	1957399	46.500000	2	2	2	NCBI RefSeq	GCF_040371545.1-RS_2024_06_28	2024-06-28	1889	1817	52	na
GCF_040436315.1	PRJNA224116	SAMD00775684	na	na	3144951	3144951	Synechocystis sp. LKSZ1	strain=LKSZ1	na	latest	Complete Genome	Major	Full	2024-07-02	ASM4043631v1	Masuda Lab, School of Life Science and Technology, Tokyo Institute of Technology	GCA_040436315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/436/315/GCF_040436315.1_ASM4043631v1	na	na	na	haploid	bacteria	3671396	3671396	50.500000	1	1	1	NCBI RefSeq	GCF_040436315.1-RS_2024_07_02	2024-07-02	3337	3249	53	na
GCF_040564635.1	PRJNA224116	SAMN42101233	na	reference genome	2792601	132608	Planktothricoides raciborskii GIHE-MW2	strain=GIHE-MW2	na	latest	Complete Genome	Major	Full	2024-07-10	ASM4056463v1	Gyeonggi Provincial Institute of Health and Environment	GCA_040564635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/564/635/GCF_040564635.1_ASM4056463v1	na	na	na	haploid	bacteria	7215835	7215835	43.500000	1	1	1	NCBI RefSeq	GCF_040564635.1-RS_2024_09_22	2024-09-22	6129	5917	64	na
GCF_041506625.1	PRJNA224116	SAMN41059580	na	na	267872	1126	Microcystis aeruginosa PCC 7806	strain=PCC 7806	na	latest	Complete Genome	Major	Full	2024-08-29	ASM4150662v1	University of Tennessee	GCA_041506625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/506/625/GCF_041506625.1_ASM4150662v1	na	na	na	haploid	bacteria	5096229	5096229	42.000000	1	1	1	NCBI RefSeq	GCF_041506625.1-RS_2024_08_28	2024-08-28	4894	4449	52	na
GCF_042465725.1	PRJNA224116	SAMN33712751	na	reference genome	2705319	2705319	Microcoleus anatoxicus	na	Neu2020_A	latest	Complete Genome	Major	Full	2024-10-10	Micana_A	University of Neuchatel	GCA_042465725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/465/725/GCF_042465725.1_Micana_A	derived from metagenome	na	na	haploid	bacteria	6775695	6775695	44.500000	2	2	2	NCBI RefSeq	GCF_042465725.1-RS_2024_10_03	2024-10-03	5931	5714	86	na
GCF_043099305.1	PRJNA224116	SAMN43958758	na	na	184925	1124	Chlorogloeopsis fritschii PCC 9212	strain=PCC 9212	na	latest	Complete Genome	Major	Full	2024-10-17	ASM4309930v1	University of Warwick	GCA_043099305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/099/305/GCF_043099305.1_ASM4309930v1	na	na	na	haploid	bacteria	7731072	7731072	41.500000	3	3	3	NCBI RefSeq	GCF_043099305.1-RS_2024_10_15	2024-10-15	6897	6617	63	na
GCF_043099315.1	PRJNA224116	SAMN43958757	na	na	211165	1124	Chlorogloeopsis fritschii PCC 6912	strain=PCC 6912	na	latest	Complete Genome	Major	Full	2024-10-17	ASM4309931v1	University of Warwick	GCA_043099315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/099/315/GCF_043099315.1_ASM4309931v1	na	assembly from type material	na	haploid	bacteria	7850473	7850473	41.500000	3	3	3	NCBI RefSeq	GCF_043099315.1-RS_2024_10_15	2024-10-15	7001	6708	63	na
GCF_043099725.1	PRJNA224116	SAMN43896574	na	na	3349876	3349876	Nostoc sp. C110	strain=C110	na	latest	Complete Genome	Major	Full	2024-10-17	ASM4309972v1	Boyce Thompson Institute	GCA_043099725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/099/725/GCF_043099725.1_ASM4309972v1	na	na	na	haploid	bacteria	8366001	8366001	41.500000	12	12	12	NCBI RefSeq	GCF_043099725.1-RS_2024_10_15	2024-10-15	7168	6884	112	na
GCF_043099735.1	PRJNA224116	SAMN43904264	na	na	3349875	3349875	Nostoc sp. C117	strain=C117	na	latest	Complete Genome	Major	Full	2024-10-17	ASM4309973v1	Boyce Thompson Institute	GCA_043099735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/099/735/GCF_043099735.1_ASM4309973v1	na	na	na	haploid	bacteria	8449107	8449107	41.000000	5	5	5	NCBI RefSeq	GCF_043099735.1-RS_2024_10_15	2024-10-15	6931	6631	89	na
GCF_044923475.1	PRJNA224116	SAMN37954650	na	na	3082949	3082949	Altericista sp. CCNU0014	strain=CCNU0014	na	latest	Complete Genome	Major	Full	2024-11-20	ASM4492347v1	Central China Normal University	GCA_044923475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/923/475/GCF_044923475.1_ASM4492347v1	na	na	na	haploid	bacteria	5791642	5791642	51.500000	1	1	1	NCBI RefSeq	GCF_044923475.1-RS_2024_11_16	2024-11-16	5497	5335	82	na
GCF_045345185.1	PRJNA224116	SAMN40448143	na	na	3133088	379064	Cyanobacterium aponinum AL20118	strain=AL20118	na	latest	Complete Genome	Major	Full	2024-11-27	ASM4534518v1	Academia Sinica	GCA_045345185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/345/185/GCF_045345185.1_ASM4534518v1	na	na	na	haploid	bacteria	4306293	4306293	35.000000	7	7	7	NCBI RefSeq	GCF_045345185.1-RS_2024_11_27	2024-11-27	3665	3562	56	na
GCF_046846445.1	PRJNA224116	SAMN35656062	na	na	2930568	1148	Synechocystis sp. PCC 6803 substr. GT-T	strain=PCC 6803 substr. GT-T	DELrpoZ-S3	latest	Complete Genome	Major	Full	2025-01-22	ASM4684644v1	University of Turku	GCA_046846445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/846/445/GCF_046846445.1_ASM4684644v1	na	na	na	haploid	bacteria	3569582	3569582	47.500000	1	1	1	NCBI RefSeq	GCF_046846445.1-RS_2025_01_22	2025-01-22	3347	3240	51	na
GCF_046847935.1	PRJNA224116	SAMN35656061	na	na	2930568	1148	Synechocystis sp. PCC 6803 substr. GT-T	strain=PCC 6803 substr. GT-T	DELrpoZ-S2	latest	Complete Genome	Major	Full	2025-01-22	ASM4684793v1	University of Turku	GCA_046847935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/847/935/GCF_046847935.1_ASM4684793v1	na	na	na	haploid	bacteria	3569582	3569582	47.500000	1	1	1	NCBI RefSeq	GCF_046847935.1-RS_2025_01_22	2025-01-22	3347	3240	51	na
GCF_046847945.1	PRJNA224116	SAMN35656060	na	na	2930568	1148	Synechocystis sp. PCC 6803 substr. GT-T	strain=PCC 6803 substr. GT-T	DELrpoZ-S1	latest	Complete Genome	Major	Full	2025-01-22	ASM4684794v1	University of Turku	GCA_046847945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/847/945/GCF_046847945.1_ASM4684794v1	na	na	na	haploid	bacteria	3569582	3569582	47.500000	1	1	1	NCBI RefSeq	GCF_046847945.1-RS_2025_01_22	2025-01-22	3347	3240	51	na
GCF_046847955.1	PRJNA224116	SAMN35656059	na	na	2930568	1148	Synechocystis sp. PCC 6803 substr. GT-T	strain=PCC 6803 substr. GT-T	DELrpoZ	latest	Complete Genome	Major	Full	2025-01-22	ASM4684795v1	University of Turku	GCA_046847955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/847/955/GCF_046847955.1_ASM4684795v1	na	na	na	haploid	bacteria	3569582	3569582	47.500000	1	1	1	NCBI RefSeq	GCF_046847955.1-RS_2025_01_22	2025-01-22	3345	3238	51	na
GCF_047275885.1	PRJNA224116	SAMN46221960	na	reference genome	3392114	197653	Anabaena azotica SJ-1	strain=SJ-1	na	latest	Complete Genome	Major	Full	2025-01-29	ASM4727588v1	Institute of Soil Science, Chinese Academy of Sciences	GCA_047275885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/275/885/GCF_047275885.1_ASM4727588v1	na	na	na	haploid	bacteria	6477821	6477821	38.500000	9	9	9	NCBI RefSeq	GCF_047275885.1-RS_2025_01_28	2025-01-28	5603	5415	82	na
GCF_047276495.1	PRJNA224116	SAMN45227232	na	reference genome	1972598	2768948	Capilliphycus salinus ALCB114379	na	ALCB114379	latest	Complete Genome	Major	Full	2025-01-29	ASM4727649v1	University of Sao Paulo	GCA_047276495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/276/495/GCF_047276495.1_ASM4727649v1	na	assembly from type material	na	haploid	bacteria	7712874	7712874	43.000000	1	1	1	NCBI RefSeq	GCF_047276495.1-RS_2025_01_28	2025-01-28	6290	6136	67	na
GCF_047302725.1	PRJNA224116	SAMN38119987	na	na	3093726	3093726	Prochlorococcus sp. Dvax-bc1017	strain=Dvax-bc1017	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730272v1	Massachusetts Institute of Technology	GCA_047302725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/725/GCF_047302725.1_ASM4730272v1	na	na	na	haploid	bacteria	1657989	1657989	31.000000	1	1	1	NCBI RefSeq	GCF_047302725.1-RS_2025_01_29	2025-01-29	1925	1875	43	na
GCF_047302735.1	PRJNA224116	SAMN38119986	na	na	3093725	3093725	Synechococcus sp. Cu2B8-bc1011	strain=Cu2B8-bc1011	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730273v1	Massachusetts Institute of Technology	GCA_047302735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/735/GCF_047302735.1_ASM4730273v1	na	na	na	haploid	bacteria	2601836	2601836	53.000000	1	1	1	NCBI RefSeq	GCF_047302735.1-RS_2025_01_29	2025-01-29	2758	2689	54	na
GCF_047302745.1	PRJNA224116	SAMN38119982	na	na	1570015	1219	Prochlorococcus marinus str. MIT 1012	strain=MIT 1012	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730274v1	Massachusetts Institute of Technology	GCA_047302745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/745/GCF_047302745.1_ASM4730274v1	na	na	na	haploid	bacteria	1897577	1897577	35.000000	1	1	1	NCBI RefSeq	GCF_047302745.1-RS_2025_01_29	2025-01-29	2225	2170	44	na
GCF_047302755.1	PRJNA224116	SAMN37883977	na	na	3082540	3082540	Prochlorococcus sp. MIT 0714	strain=MIT 0714	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730275v1	Massachusetts Institute of Technology	GCA_047302755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/755/GCF_047302755.1_ASM4730275v1	na	na	na	haploid	bacteria	2715465	2715465	50.500000	1	1	1	NCBI RefSeq	GCF_047302755.1-RS_2025_01_29	2025-01-29	2671	2573	54	na
GCF_047302765.1	PRJNA224116	SAMN37883976	na	na	167552	1219	Prochlorococcus marinus str. SS2	strain=SS2	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730276v1	Massachusetts Institute of Technology	GCA_047302765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/765/GCF_047302765.1_ASM4730276v1	na	na	na	haploid	bacteria	1751709	1751709	36.500000	1	1	1	NCBI RefSeq	GCF_047302765.1-RS_2025_01_29	2025-01-29	1910	1859	45	na
GCF_047302785.1	PRJNA224116	SAMN37883972	na	na	166321	166321	Synechococcus sp. WH 8017	strain=WH 8017	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730278v1	Massachusetts Institute of Technology	GCA_047302785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/785/GCF_047302785.1_ASM4730278v1	na	na	na	haploid	bacteria	2622390	2622390	57.500000	1	1	1	NCBI RefSeq	GCF_047302785.1-RS_2025_01_29	2025-01-29	2746	2670	54	na
GCF_047302795.1	PRJNA224116	SAMN37883971	na	na	59921	1219	Prochlorococcus marinus str. MIT 9107	strain=MIT 9107	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730279v1	Massachusetts Institute of Technology	GCA_047302795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/795/GCF_047302795.1_ASM4730279v1	na	na	na	haploid	bacteria	1699808	1699808	31.000000	1	1	1	NCBI RefSeq	GCF_047302795.1-RS_2025_01_29	2025-01-29	1937	1877	44	na
GCF_047302805.1	PRJNA224116	SAMN37883970	na	na	3082539	3082539	Prochlorococcus sp. MIT 0718	strain=MIT 0718	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730280v1	Massachusetts Institute of Technology	GCA_047302805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/805/GCF_047302805.1_ASM4730280v1	na	na	na	haploid	bacteria	2683632	2683632	50.500000	1	1	1	NCBI RefSeq	GCF_047302805.1-RS_2025_01_29	2025-01-29	2674	2575	54	na
GCF_047302855.1	PRJNA224116	SAMN37883969	na	na	167554	1219	Prochlorococcus marinus str. SS51	strain=SS51	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730285v1	Massachusetts Institute of Technology	GCA_047302855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/855/GCF_047302855.1_ASM4730285v1	na	na	na	haploid	bacteria	1627281	1627281	31.000000	1	1	1	NCBI RefSeq	GCF_047302855.1-RS_2025_01_29	2025-01-29	1846	1801	43	na
GCF_047302865.1	PRJNA224116	SAMN37883967	na	na	1499503	1499503	Prochlorococcus sp. MIT 0702	strain=MIT 0702	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730286v1	Massachusetts Institute of Technology	GCA_047302865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/865/GCF_047302865.1_ASM4730286v1	na	na	na	haploid	bacteria	2716616	2716616	50.500000	1	1	1	NCBI RefSeq	GCF_047302865.1-RS_2025_01_29	2025-01-29	2679	2583	54	na
GCF_047302875.1	PRJNA224116	SAMN37883966	na	na	59925	1219	Prochlorococcus marinus str. GP2	strain=GP2	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730287v1	Massachusetts Institute of Technology	GCA_047302875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/875/GCF_047302875.1_ASM4730287v1	na	na	na	haploid	bacteria	1627281	1627281	31.000000	1	1	1	NCBI RefSeq	GCF_047302875.1-RS_2025_01_29	2025-01-29	1853	1808	43	na
GCF_047302905.1	PRJNA224116	SAMN37883965	na	na	167556	1219	Prochlorococcus marinus str. LG	strain=LG	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730290v1	Massachusetts Institute of Technology	GCA_047302905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/905/GCF_047302905.1_ASM4730290v1	na	na	na	haploid	bacteria	1751940	1751940	36.500000	1	1	1	NCBI RefSeq	GCF_047302905.1-RS_2025_01_29	2025-01-29	1912	1860	45	na
GCF_047302975.1	PRJNA224116	SAMN37883964	na	na	1499501	1499501	Prochlorococcus sp. SS52	strain=SS52	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730297v1	Massachusetts Institute of Technology	GCA_047302975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/975/GCF_047302975.1_ASM4730297v1	na	na	na	haploid	bacteria	1752106	1752106	36.500000	1	1	1	NCBI RefSeq	GCF_047302975.1-RS_2025_01_29	2025-01-29	1909	1855	45	na
GCF_047302985.1	PRJNA224116	SAMN37883962	na	na	3082860	3082860	Prochlorococcus sp. MIT 0707	strain=MIT 0707	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730298v1	Massachusetts Institute of Technology	GCA_047302985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/985/GCF_047302985.1_ASM4730298v1	na	na	na	haploid	bacteria	2696464	2696464	50.500000	1	1	1	NCBI RefSeq	GCF_047302985.1-RS_2025_06_08	2025-06-08	2654	2560	54	na
GCF_047303025.1	PRJNA224116	SAMN37883961	na	na	3082549	3082549	Synechococcus sp. MIT S1220	strain=MIT S1220	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730302v1	Massachusetts Institute of Technology	GCA_047303025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/303/025/GCF_047303025.1_ASM4730302v1	na	na	na	haploid	bacteria	3301540	3301540	53.500000	1	1	1	NCBI RefSeq	GCF_047303025.1-RS_2025_01_29	2025-01-29	3365	3272	56	na
